Borrower ID,LoanType,Total Loan Amt,Mth1 paysts (May),Mth2 paysts (Apr),Mth3 paysts (Mar),Mth4 paysts (Feb),Mth5 paysts (Jan),Mth6 paysts (Dec 17),Mth7 paysts (Nov 17),Mth8 paysts (Oct 17),Mth9 paysts (Sep 17),Mth10 paysts (Aug 17),Mth11 paysts (Jul17),Mth12 paysts (Jun 17),obn,Loan Principal Amt,Loan Type,Is MECB member,Is MLCB member
3791,UNSECURED,742.27,-,OK,-,-,-,-,-,-,-,-,-,-,MAIN BORROWER,650,Personal - Pay Day,True,False
2011,UNSECURED,312.0,-,-,-,-,CL,OK,-,-,-,-,-,-,MAIN BORROWER,600,Personal - Pay Day,True,False
1625,UNSECURED,700.0,CL,OK,OK,OK,OK,OK,-,-,-,-,-,-,MAIN BORROWER,1000,Personal - Pay Day,False,False
1733,UNSECURED,468.35,-,-,CL,OK,-,-,-,-,-,-,-,-,MAIN BORROWER,1000,Personal - Pay Day,True,True
3639,UNSECURED,1027.31,CL,-,OK,OK,-,-,-,-,-,-,-,-,MAIN BORROWER,500,Personal - Pay Day,False,False
4020,UNSECURED,799.03,-,-,OK,OK,OK,-,-,-,-,-,-,-,MAIN BORROWER,"
     
     
     
     
     
     
     
  ",Personal - Pay Day,False,False
1431,UNSECURED,407.6,CL,30,OK,-,-,-,-,-,-,-,-,-,MAIN BORROWER,500,Personal - Pay Day,True,True
3238,UNSECURED,342.63,-,CL,OK,-,-,-,-,-,-,-,-,-,MAIN BORROWER,"
     
     
     
     
     
     
     
  ",Personal - Pay Day,True,True
1837,UNSECURED,500.0,-,CL,OK,-,-,-,-,-,-,-,-,-,MAIN BORROWER,700,Personal - Pay Day,True,
247,UNSECURED,416.0,-,-,-,CL,OK,-,-,-,-,-,-,-,MAIN BORROWER,400,Personal - Pay Day,True,False
250,UNSECURED,312.0,-,-,-,-,-,-,CL,OK,-,-,-,-,MAIN BORROWER,300,Personal - Pay Day,True,False
1435,UNSECURED,780.0,-,-,-,CL,OK,-,-,-,-,-,-,-,MAIN BORROWER,750,Personal - Pay Day,False,False
1782,UNSECURED,263.15,60,60,30,30,OK,-,-,-,-,-,-,-,MAIN BORROWER,500,Personal - Pay Day,True,True
1377,UNSECURED,426.54,-,CL,30,OK,-,-,-,-,-,-,-,-,MAIN BORROWER,800,Personal - Pay Day,True,True
3524,UNSECURED,276.94,-,-,-,-,-,-,CL,OK,OK,OK,-,-,MAIN BORROWER,600,Personal - Pay Day,True,False
858,UNSECURED,799.03,OK,-,-,-,-,-,-,-,-,-,-,-,MAIN BORROWER,500,Personal - Pay Day,False,False
1624,UNSECURED,1079.34,OK,-,-,-,-,-,-,-,-,-,-,-,MAIN BORROWER,"
     
     
     
     
     
     
     
  ",Personal - Pay Day,False,False
1067,UNSECURED,357.94,-,-,-,-,-,-,-,-,-,-,-,CL,MAIN BORROWER,1000,Personal - Pay Day,True,True
2598,UNSECURED,520.0,-,-,CL,-,-,-,-,-,-,-,-,-,MAIN BORROWER,500,Personal - Pay Day,True,False
2836,UNSECURED,500.0,-,-,CL,OK,-,-,-,-,-,-,-,-,MAIN BORROWER,300,Personal - Pay Day,True,
386,UNSECURED,520.0,-,-,-,CL,OK,-,-,-,-,-,-,-,MAIN BORROWER,300,Personal - Pay Day,True,False
3852,UNSECURED,572.0,OK,OK,-,-,-,-,-,-,-,-,-,-,MAIN BORROWER,300,Personal - Pay Day,False,False
1321,SECURED,204681.64,-,-,-,-,-,-,-,-,-,-,-,-,MAIN BORROWER,500000,Personal - Pay Day,False,False
1427,UNSECURED,485.1,CL,OK,OK,-,-,-,-,-,-,-,-,-,MAIN BORROWER,650,Personal - Pay Day,True,False
3971,UNSECURED,207.7,-,-,-,-,CL,OK,OK,-,-,-,-,-,MAIN BORROWER,"
     
     
     
     
     
     
     
  ",Personal - Pay Day,True,False
3438,UNSECURED,635.48,OK,-,-,-,-,-,-,-,-,-,-,-,MAIN BORROWER,600,Personal - Pay Day,True,False
2974,UNSECURED,520.0,OK,OK,-,-,-,-,-,-,-,-,-,-,MAIN BORROWER,500,Personal - Pay Day,True,False
2921,UNSECURED,799.03,OK,-,-,-,-,-,-,-,-,-,-,-,MAIN BORROWER,"
     
     
     
     
     
     
     
  ",Personal - Pay Day,False,False
897,UNSECURED,728.0,-,-,-,CL,OK,-,-,-,-,-,-,-,MAIN BORROWER,500,Personal - Pay Day,True,False
